Carimbo de data/hora,status de envio do email de onboarding,Qual é a sua idade? 🌐, Qual é o seu nível de escolaridade? 🎓,Em qual bairro/cidade você mora? 🏠 (por favor bote em caps lock para fins de padronização. Ex: FORTALEZA/PRAIA DE IRACEMA),"Como você se identifica em termos de raça/etnia? (por exemplo, preta, parda, branca, indígena, etc.) ✊🏽 ",Como você se identifica em termos de gênero? 🏳‍🌈,Como você se identifica em termos de orientação sexual? 💖,Você tem filhos?  👧👦 ,"Você sempre foi da área de T.I.? Se não, qual sua área original?  💻 ",Qual sua situação profissional? 💼,"Se, atualmente, você está profissionalmente ativa, poderia nos fornecer mais detalhes? 💼","Por favor, descreva um pouco sua jornada até aqui  ✍️ 🧳 ",Você programa/já programou em Python?  🐍 , Há quanto tempo você trabalha ou estuda na área de tecnologia? ⏳,"Se você não sabe programar em Python, você tem interesse em aprender? 🐍",Como você se considera seu nível na linguagem Python? 🐍,Você trabalhou com Python em qual segmento? 💻🐍,Com quais outras tecnologias você já trabalhou?  💻,Como você conheceu a comunidade PyLadies? 🌟,Você já participou de algum evento organizado pela PyLadies Fortaleza? 🌟,O que você espera da comunidade PyLadies? 🌟,Como você pode contribuir para a comunidade? 🌟,Qual dessas áreas mais te despertam interesse? 🔍,Qual tipo de evento você mais gosta de participar? 🤝,Você se sente confortável para ministrar palestras/cursos/etc? 🤝,Sobre quais assuntos você poderia ministrar palestras/cursos/etc? 🔍,O que poderia ter na comunidade para despertar seu interesse em interagir/participar mais? 🌟,Você gostaria de participar de um programa de mentoria na comunidade PyLadies Fortaleza? 🌟,"Você fez/faz parte de alguma outra comunidade? Se sim, qual? 🔍",Você tem experiência com organização de eventos?  🔍,"Além de tecnologia, quais outros interesses você cultiva?  🎨 ","Você aceita que a PyLadies Fortaleza colete, trate e armazene seus dados fornecidos neste formulário?",Data de aniversário dd/mm - para fins fofinhos da Squad de RH  🎂 ,Formato Data (Ignorar Ano),Você autoriza a postagem comemorativa de aniversário? 👤 ,"Qual é a sua profissão atual ou área de atuação? 💼 (Exemplo: Engenheira de Software, Cientista de Dados, Engenheira de Dados, QA, UX..)",Qual é a sua faixa de renda mensal? 💰,"Se sim, há quanto tempo programa/programou em Python? 🐍",Com que frequência você participa de eventos da PyLadies? 📅, Quais são os principais desafios que você enfrenta como mulher na área de tecnologia? 🚧,Que tipo de apoio ou recursos você gostaria de ver mais na comunidade? 🤲,Você prefere trabalhar em projetos individuais ou em equipe? Por quê? 👩‍💻,"Precisa da sua autorização para guardar suas informações do formulário! 📝 Usaremos só para entender melhor vocês e planejar eventos incríveis! ✨ Promessa: seus dados ficam seguros conosco, sem compartilhamento! 🤫
Você aceita? 👍","Nos próximos eventos, tiraremos muitas fotos incríveis! 📸  Queremos compartilhar a energia boa com todos! ✨ Usaremos algumas fotos com você em posts, convites e divulgação. 😉 Você autoriza a PyLadies Fortaleza a usar sua imagem? 👍",email_hash,nome_hash,contato_hash
2025-01-20 10:44:57,Enviado,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/CONJUNTO CEARÁ,Branca,Cisgênera,Bissexual,Não,Sim,Estagiária,Estou buscando ativamente novo emprego/estágio/etc.,"Entrei na universidade em 2021, no curso de Ciência da Computação, fiz parte da empresa junior, transitando entre os cargos de desenvolvedora, gente e gestão e , posteriormente, diretora presidente, após esse tempo, fui bolsista em um projeto de dados da UECE e atualmente sou estagiária de automação/dados.",Sim,menos de 1 ano,Não se aplica,Júnior,"Análise/Visualização de Dados, Desenvolvimento Web, Web scrapping",Java; Postgresql; SQL; Mysql; Selenium; Pyautogui;Pandas.,Indicação de amiga(o),"Sim, como participante",APRENDER BASTANTE APROVEITAR O NETWORKING E PARTICIPAR MAIS DE EVENTOS DE TECH,COMO PARTICIPANTE MENTORA PALESTRANTE DIVULGADORA,"Análise/Visualização de Dados, Big Data, Data Science, Machine Learning, Segurança, Web scrapping","Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",Python/dados ou automação.,,"Sim, como mentora e mentorada","Sim, Mulheres e tecnologia (Data Girls).",Não,"📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo)",,09/08,,Não,Dados/Automação,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,1 evento por ano,DESCREDIBILIDADE PREDOMINANCIA MASCULINA NO AMBIENTE DE ESTUDOTRABALHO,MAIS EVENTOS PRESENCIAIS,Não tenho preferência; acredito que os 2 modos tem suas qualidades e defeitos. ,"Sim, autorizo!","Sim, autorizo!",a354074e401c578573fd783554bb7894d11fda09b2de4868023ad5e7ffe3ea66,2349ccbd0d7e4763fe865341837a12487e4df74f80833540ee6c87ce9fa82c6f,ef288d0a9c4fd9476fdb010bd5961b8186f8a4923a2b08f3e28ea395643f011d
2024-12-19 14:06:51,Enviado,Entre 25 e 30 anos,Graduação - cursando,FORTALEZA/COCÓ,Branca,Cisgênera,Bissexual,Não,"Estou em transição de carreira, sou formada em Design de Moda ",Não trabalho e estou buscando um emprego/estágio,Não se aplica,"Estou em transição de carreira, entrei no curso de Analise e Desenvolvimento de Sistemas em fev/2024 e atualmente estou a procura de estagio/emprego",Sim,1 ano a 2 anos,Sim,Júnior,"Análise/Visualização de Dados, Desenvolvimento Web",Javascript e Java,Evento,"Sim, como participante",NETWORKING E OPORTUNIDADES,ATUALMENTE SOU VOLUNTARIA DE COMUNICACAO,"Desenvolvimento Web, Testes","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Atualmente na area de Design tenho muito a contribuir, posteriormente espero contribuir mais com o conhecimento que estou buscando",Mais tutoriais e workshops,"Sim, como mentorada",Nao,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🎮 (jogos, para quem curte videogames)",,07/01,,Sim,,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,Entre 1 a 3 eventos por ano,POUCO ESPACOU E POUCO RESPEITO,NETWORKING COM PESSOAS DA AREA EVENTOS COM PALESTRAS DE PESSOAS DE FORA DA COMUNIDADE TBM,Nao tenho preferência ,"Sim, autorizo!","Sim, autorizo!",e755f979e7c08ffd3442beae77d13ae765d566089815788ac7364e05a427fb63,0d5ce1e2c5bc8034d027f1449c3959b1c222ebcddd58ad5977f070f265236d49,4bb9a4e39ea91350176991eca2153f0166a5f8e038eff0b54c5ea9b018e835b6
2025-03-15 15:00:19,Enviado,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/PASSARÉ,Parda,Cisgênera,Heterossexual,Não,Sim.,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,"Conheci o mundo da informática em 2019,quando iniciei um curso técnico em informática integrado ao ensino medio,tive o contato com linguagens de programação,mas ao concluir o ensino médio e o curso,entrei no mercado de trabalho como suporte técnico em uma empresa de sistemas PDV.Atualmente estou retornando os estudos,depois de mais de 2 anos sem ter contato com linguagens de programação.",Não,Mais de 4 anos,Sim,Não se aplica,Não se aplica,Até o momento nenhuma.,Evento,Não,ESPERO ME INSERIR NA AREA DE TECNOLOGIA E APRENDER COM AS OUTRAS INTEGRANTES DA COMUNIDADES,SENDO UMA INTEGRANTE ATIVA E BUSCANDO DISSEMINAR A COMUNIDADEPARA O SEU CONSTANTE CRESCIMENTO,"Data Science, Desenvolvimento Web, Segurança, Testes","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Talvez,Sobre assuntos introdutórios de desenvolvimento web.,Adoraria que fosse mais divulgado materiais e cursos para que eu e as demais integrantes aprendam mais sobre a área tech.,"Sim, como mentorada",Não.,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",,12/09,,Sim,Suporte Técnico ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,PRINCIPALMENTE A CONSTANTE COBRANCA DE NAO PODER SE PERMITIR ERRAR EM ALGOPOIS POR SER MULHERSOMENTE E ACEITO A EXCELENCIA,,"Ambos,pois pendente do projeto.","Sim, autorizo!","Sim, autorizo!",a9b9ec2470b67ce80b5691ebeb5afe9e8e9a74bc58b203574610ce678469da7e,731f422256afaec568fde8e4a977b44590602c0b3f79d002e781c8710b3928de,3683f7f3d6d35c61f45b578e25efdccbcc1c22263fbaf4a0f80e21a54d7b422a
2025-04-30 19:10:26,Enviado,Entre 31 e 40 anos,Pós-Graduação Stricto Sensu (Mestrado/Doutorado/Pós-Doutorado) - concluído,Fortaleza,Branca,Cisgênera,Heterossexual,Não,Farmacêutica,Preceptora,Estou buscando ativamente novo emprego/estágio/etc.,Migrando de área atualmente fazendo ads,Não,menos de 1 ano,Sim,Não sei definir,"Análise/Visualização de Dados, Big Data, Data Science",,"Redes Sociais (Instagram, Facebook e etc)",Não,APRENDER E NETWORK,AJUDAR,"Análise/Visualização de Dados, Big Data, Data Science, Segurança, Testes","Workshops, Palestras","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",,,"Sim, como mentorada",Nao,Sim,"⚽ (futebol, representando interesses esportivos), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",,08.04.1986 ,,Não,Ciencias de dados,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,NOVOS CONHECIMENTOS,,Equipe,"Sim, autorizo!","Sim, autorizo!",76931ed5e8177e18d30588bc49364f7c27a7a4e038456efed32f421e3bb174ec,c25614893231bf24beaf04f0372fb1f9aa7de579f7dd5a616a5c8eb990324cb6,b22d021bb127823127c54aaca536add06ee0587b2bfaeb682b504229802df051
2025-09-05 13:53:13,Enviado,Entre 18 e 24 anos,Graduação - cursando,FÁTIMA/FORTALEZA,Branca,Cisgênera,Heterossexual,Não,"Não, sou estudante de física. ",Não trabalho e estou buscando um emprego/estágio,,,Sim,1 ano a 2 anos,Sim,Júnior,Não se aplica,,"Redes Sociais (Instagram, Facebook e etc)",Não,,,"Análise/Visualização de Dados, Data Science, Machine Learning","Workshops, Palestras, Tutoriais",Não,,,"Sim, como mentorada",Não.,Não,"🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar)",,20/08,,Não,,,1 ano a 2 anos,,,,,"Sim, autorizo!","Sim, autorizo!",e7060d003a4c68d44946d13f9b0ff53f9d64284955e03570e73eeeb61b509aba,6e014976b77be874370e85d255682aba36e605817f284e2778178cdf81c94029,5e37747dfd4a12049ceb3e8cdf353e5cb307b6eb63a87c29209c6b73b64ecfe1
2025-10-02 23:20:01,Enviado,Entre 18 e 24 anos,Graduação - incompleto,Russas-Ce,Parda,Cisgênera,Bissexual,Não,"Q.A, redes, e IA",Não trabalho e estou buscando um emprego/estágio,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Eu sou estudante de TI e curso Engenharia de Software no 4º semestre. Sinto que, por conta da faculdade, estou estagnada em relação ao estudo de outras áreas da TI. Faço alguns projetos na área dentro da faculdade, mas ainda tenho certa dificuldade com lógica, acredito que por falta de prática. Enfim, ainda não defini bem qual área quero seguir, mas quero sempre adquirir mais conhecimento.
",Sim,Não se aplica,Sim,Júnior,Não se aplica,"c, html, css","Redes Sociais (Instagram, Facebook e etc)",Não,,,"Data Science, Desenvolvimento Web, IoT, Machine Learning, Testes","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Não,ainda n sei ,,"Sim, como mentorada",nao ,Sim,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🎮 (jogos, para quem curte videogames)",,17/02,,Sim,,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,,ACREDITO QUE N SOU MUITO OUVIDA PELOS MEUS COLEGAS HOMENS,INCENTIVO A ESTUDOS NO GERAL DA AREA,"dois, Acho que tmb depende muito da equipe ","Sim, autorizo!","Sim, autorizo!",3750b758a737fad1cf22ae0af4727c87d2fa496b90982fc0e9369891cc8ee1a3,53637d31156651498af59a01396d9f0d2d677e97e0c9b11000404d320719dacb,d6a42f439e64df020262ef0aa5d2ac8246bf10d4418b0773e35f451785d9341e
2025-01-22 16:05:34,Enviado,Entre 31 e 40 anos,Ensino Médio/Técnico (cursando ou concluído),FORTALEZA/JACARECANGA ,Parda,Cisgênera,Heterossexual,Sim e compartilho a responsabilidade sobre eles com outras pessoas,Crafter /Design,Freelancer,Estou buscando ativamente novo emprego/estágio/etc.,,Não,1 ano a 2 anos,Sim,Júnior,Análise/Visualização de Dados,,Indicação de amiga(o),Não,APRENDER DE FORMA EFICIENTE PRA APLICAR EM MINHA NOVA JORNADA,,"Análise/Visualização de Dados, Desenvolvimento Web","Workshops, Palestras, Tutoriais",Não,,,"Sim, como mentorada",Nao,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,18/11,,Sim,Desing,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,1 evento por ano,,,,"Sim, autorizo!","Sim, autorizo!",c760cbb64af55d0964f30a18c78eb4b7dca93634684ccb0ed6a6ee3cfd310aa2,102c0c5a9a7e16ca80e3751660def23ad9c5089869d54df69d50d5bdd3454839,06961a2b7c4b09368b4ecfd48694be9b27c713fd3773f6c8e3493d960c3517ad
2024-12-30 09:42:35,Enviado,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/JOSÉ BONIFÁCIO,Parda,Cisgênera,Heterossexual,Não,Não. Matemática.,Estagiária,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Fazia olimpíadas de matemática na época de escola. Quase ingressei em Matemática, mas optei por sair da minha zona de conforto e tentar Ciência da Computação. Estou bem próximo de me formar na UFC (março/2025). Atualmente sou estagiária há 02 anos em Desenvolvimento Mobile usando Xamarin/MAUI e bolsista há quase 01 ano em Ciência de Dados aplicada a assuntos governamentais.",Sim,Mais de 4 anos,Não se aplica,Não sei definir,"Análise/Visualização de Dados, Machine Learning",C# (desenvolvimento .NET),Divulgado no grupo de calouros da UFC,"Sim, como organizadora, Sim, como participante",ACOLHIMENTO APOIO E INSPIRACAO,JA PARTICIPEI ORGANIZANDO O MEETUP E NAS VENDAS DA LOJINHA QUANDO ME FORMAR DEPOIS DE ME ESTABILIZAR VOU PENSAR EM RETORNAR AO GRUPO DE VOLUNTARIAS,"Análise/Visualização de Dados, Data Science, Machine Learning, Web scrapping","Atividades lúdicas e recreativas, Workshops","No momento não, mas no futuro sim :)",,,"Sim, como mentorada",Não,Sim,"⚽ (futebol, representando interesses esportivos), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo)",Sim,14/09,14/09/2023,Sim,Desenvolvedora Mobile MAUI (estágio) e Analista/Cientista de Dados (bolsa),Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Mais de 4 anos,Entre 1 a 3 eventos por ano,,,,"Sim, autorizo!","Sim, autorizo!",39420b332df46fee6ca458b0d38fe6661430d46324bf746b09ba07b804b42766,c3c8096acf5df60e00a07e47a91a57a494f6417686bead65e2d183bf580689a0,4ab4da144b7acd83e642a960209b84b9d56822335ca03d36a5de312dec300ab9
2025-06-02 11:06:52,Enviado,Entre 31 e 40 anos,Ensino Médio/Técnico (cursando ou concluído),Maracanaú / Jereissati 1,Parda,Cisgênera,Bissexual,Sim e sou a única responsável por eles,Eventos / bartender ,Freelancer,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Trabalho na área de eventos , fiz curso de programação Full Stack atualmente querendo está cada vez mas próxima dentro da área , estudando e aprendendo. ",Não,menos de 1 ano,Sim,Não se aplica,Não se aplica,,Indicação de amiga(o),Não,APRENDIZAGEM ACOLHIMENTO ESTUDOS PARCERIAS,VOLUNTARIANDO NOS EVENTOS MEDIANTE A NECESSIDADE E DE ACORDO COM O MEU DESENVOLVIMENTO DENTRO DA COMUNIDADE,"Desenvolvimento Web, Testes","Workshops, Palestras",Não,,"Encontros e troca de ideias , dúvidas ...","Sim, como mentorada",Não ,Sim,"🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",,03/06/1991,,Sim,,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,SER MULHER RS,MINHA PRIMEIRA COMUNIDADE ENTAO SEM DETALHES ESPECIFICOS,"Equipe , juntos somos mais fortes ! ","Sim, autorizo!","Sim, autorizo!",047311e0bbf245766854ca6732b75f78a6221b46c2c7e8f208ba8e0e71007277,e3516e5a6bba1ba08b1f952d195317cb8cd00588d2788cde312d783cef870856,d6c3c209f95386a213b4d84af7e7c8dd4856f0dad0a37c7702546fd60adddb88
2025-03-24 20:17:50,Enviado,Entre 18 e 24 anos,Graduação - cursando,MARACANAÚ ,Parda,Cisgênera,Heterossexual,Não,"Ainda não entrei na área de T.I, mas estou em busca de vagas na área ",Aprendiz administrativo ,Estou buscando ativamente novo emprego/estágio/etc.,,Não,1 ano a 2 anos,Sim,Não sei definir,Não se aplica,,Grupo Whatsapp ,Não,,,"Análise/Visualização de Dados, Data Science",Workshops,Não,,,"Sim, como mentorada",Não ,Não,,,12/11/2005,,Sim,,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,,,,"Sim, autorizo!","Sim, autorizo!",c0b135233bfd9bf73d599c6297865556a6b7cabb0eaef2bd0b3778fefaac2984,9c659c7ce448e0f076a18c698a280f1169c63f357f4827f1d6ee04f09adc303a,d8ac582b12eba17d60cbe17b59bfa8bd5c33b78f5f4e314735948809dc465535
2025-04-01 15:19:51,Enviado,Entre 31 e 40 anos,Graduação - concluído,Fortaleza  / Messejana,Parda,Cisgênera,Heterossexual,Sim e compartilho a responsabilidade sobre eles com outras pessoas,Nao. Administração/ Recursos Humanos,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,"Saí da área de RH em 2021,  depois de muito pensar, afinal era um grande risco para a minha família. Por sorte tenho tido suporte financeiro enquanto estudo, mas a verdade é que já passou da hora de me recolocar no mercado. Atualmente tem sido meu foco.",Sim,2 a 4 anos,Não se aplica,Júnior,Análise/Visualização de Dados,"Javascript, Java, SQL, Git","Redes Sociais (Instagram, Facebook e etc)",Não,SOCIALIZAR E ESTAR POR DENTRO DAS NOVIDADES DOS EVENTOS E DO MERCADO DE TI,ESPERO FAZER VOLUNTARIADO E SER UMA INFLUENCIADORA PARA PESSOAS QUE ESTAO INICIANDO,"Análise/Visualização de Dados, Data Science, Desenvolvimento Web, Segurança","Atividades lúdicas e recreativas, Workshops, Palestras",Não,,,"Sim, como mentora e mentorada",Não ,Prefiro não informar,"🎨 (arte, representando interesses criativos), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",,13/03,,Sim,Desenvolvedor back end,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),menos de 1 ano,,ETARISMO E MATERNIDADE,COMO DRIBLAR OS DESAFIOS ACIMA E CONHECER EMPRESAS QUE SAO MAIS INCLUSIVAS QUANTO A MINHA REALIDADE,"Os dois. Consigo trabalhar das duas formas, equipe é sempre bom pelo desafio de lidar com a individualidade do outro.","Sim, autorizo!","Sim, autorizo!",d9c4a3f411d585ee021b84670105d03901782a8e36e28aba887687c7602d0a46,c61b627199fb03e314ff82d71be6c2a35d1a748d6a437a75877d63627071fa93,e79c4a351888c4e511b3b9192db3883a21ad3495a2177b7fe300940cc85d4b6d
2024-12-19 14:18:26,Enviado,Entre 18 e 24 anos,Graduação - cursando,Caucaia/Parque Guadalajara,Parda,Cisgênera,Heterossexual,Não,Sim,Estagiária,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",,Sim,2 a 4 anos,Não se aplica,Júnior,Não se aplica,C++,"Redes Sociais (Instagram, Facebook e etc)",Não,REDE DE APOIO DE MULHERES ACOLHIMENTO INDICACOES AMIZADES,,"Data Science, Desenvolvimento Web, UI/UX","Workshops, Palestras",Não,,,Não,Não ,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",,04/11,,Não,Requisitos e UX,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,,,,,"Sim, autorizo!","Sim, autorizo!",b97bdce0c1eeb51cab35769894e376a1ec3ba1f460bdd9e124b788de1574440f,91fdf40c09ff63e706160d3d7c2921d4b602d7687af1ccfd0c50bee37a8fc5f4,7f62c7a94601640996bd24727debf3f4e5856997b6f036d34967f7ae7c57c0ca
2025-01-24 10:43:46,Enviado,Entre 31 e 40 anos,Graduação - concluído,Álvaro weyne ,Parda,Cisgênera,Heterossexual,Sim e sou a única responsável por eles,Auxiliar administrativo,Terceirizada,Não se aplica,,Não,Não se aplica,Sim,Não se aplica,Não se aplica,,Indicação de amiga(o),Não,,,"Análise/Visualização de Dados, Segurança","Workshops, Palestras",Não,,,Não,Não,Não,"🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga)",,18/09/1985,,Não,Auxiliar administrativo ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,,,,,"Sim, autorizo!","Sim, autorizo!",0a6cd602b574f6e44d01fe8acce121364ab8eb9e1ec8c0124cfc514c6257ef6e,d1f3664f410e6e78926a23b3766af7be6415fa8afcef4688952396ef46adf8e0,9c8fd6f58208a62fa6f910cc2fe4310b1c8c61841173ceedac240d6a420672df
2025-06-05 17:02:28,Enviado,Entre 31 e 40 anos,Ensino Fundamental (cursando ou concluído),"Fortaleza , Mucuripe ",Branca,Prefiro não informar,Heterossexual,Não,"Vendas , mas tenho projetos nesta área . ",Empreendedor(a),Não se aplica,,Não,Não se aplica,Não se aplica,Não se aplica,Não se aplica,,"Redes Sociais (Instagram, Facebook e etc)",Não,,,Desenvolvimento Web,"Atividades lúdicas e recreativas, Tutoriais",Talvez,,,"Sim, como mentorada",Só no WhatsApp. Bando de mulher e outros ,Prefiro não informar,"🎨 (arte, representando interesses criativos), ⚽ (futebol, representando interesses esportivos), 🌍 (viagens, para interesses em explorar o mundo)",,14/11,,Sim,,,Não se aplica,,,,"Equipe , pois dividimos as tarefas . ","Sim, autorizo!","Sim, autorizo!",a78e21136aa7afdf6b12d85cae3cd4a6954daaa94c1a343775974311dbe8e25a,87ea996e0d54ec1109e4f587f8b94bed5411be41d2247c2c2d7abb492a8f2aed,58d71e486f52081bd08e553dd9b11ec06a4a1271c7930d1e916d3937a77a4f1e
2025-04-14 13:18:45,Enviado,Entre 31 e 40 anos,Graduação - concluído,FORTALEZA/FÁTIMA,Branca,Cisgênera,Lésbica,Não,"Não! Sou formada em Ciências Biológicas (bacharelad e licenciatura). Migrei para a area de no-code usando o Bubble, e quero estudar progamação com código!",Freelancer,Estou buscando ativamente novo emprego/estágio/etc.,"Trabalhei como professora na área pública e privada, acabei tendo um burnout com as horas extensas de trabalho. Decidi estudar no-code e fiz a transição de carreira!",Não,1 ano a 2 anos,Talvez,Não se aplica,Não se aplica,"Bubble, JSON, um pouco de CSS,  um pouco de SQL, poquiiiinho de Javascript.",Indicação de amiga(o),Não,DICAS PARA INICIO DOS MEUS ESTUDOS ENTRAR EM CONTATO COM PROGRAMADORAS,NAO SEI SE HA INTERESSE MAS SE HOUVER ME DISPONIBILIZO PARA FALAR SOBRE NOCODE E BUBBLE,"Data Science, Desenvolvimento Web, Segurança, Ainda estou perdida!","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Universo do Desenvolvimento visual, Bubble",Acredito que a comunidade ja tenha varias coisas que chamam atenção!,Talvez,Befree Academy (desenvolvimento no Bubble),Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), ⚽ (futebol, representando interesses esportivos), 🎮 (jogos, para quem curte videogames)",,24/08,,Não,Dev Bubble,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),Não se aplica,,ACREDITO QUE POSICIONAMENTO NO MERCADO,JA VEJO MUITOS APOIOS E RECURSOS SOU FA MAS COMO SOU A AREA DE NOCODE FICO NERVOSA KKKK,Ambos!,"Sim, autorizo!","Sim, autorizo!",dd88f2904d896a9730a3504de8b21771e109ff9a1bfbb7090b60b7847a23a5fb,f763ea1ea429f974d82cc6dd44123929855cd329f8bf6168a729a9e464c859bb,9a7f3bb6653083a20419323488c879f065623963bc76fbaf0db6b4f804a1fe5e
2025-12-02 10:56:21,Enviado,Entre 25 e 30 anos,Graduação - cursando,FORTALEZA/BENFICA,Preta,Cisgênera,Heterossexual,Não,Administração ,Estagiária,Estou buscando ativamente novo emprego/estágio/etc.,"Eu estou me formando em Administração e tenho muito interesse na área de tecnologia. Cheguei a começar um curso de ciência de dados, mas não conseguiu concluir por causa da graduação em Administração, não consegui conciliar. ",Sim,menos de 1 ano,Sim,Júnior,Não se aplica,,Indicação de amiga(o),Não,MUITA TROCA DE INFORMACOES UMA COMUNIDADE ATIVA QUE SE AJUDA,EU AINDA ESTOU COMECANDO NA AREA,"Análise/Visualização de Dados, Desenvolvimento Web, Machine Learning",Palestras,Não,,,"Sim, como mentorada",Não ,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo)",,12/10/1999,,Não,Financeiro ,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,1 evento por ano,EU ACHO QUE O MEU PIOR PROBLEMA E QUE NAO ME SINTO CAPAZ DE APRENDER ME SINTO BURRA E ACABO ME SABOTANDO,,Individuais ,"Sim, autorizo!","Sim, autorizo!",fb1fb575e51226480cb9fd08540e1c197b31b1581db6a28c47d890f2a9ec09d5,c1cf8a3b36f8612534e6f173ecf0548ff3837db53397c3049e073d47705c2439,3580beaf7eee96e48c9812880d2566920ede51300d8de2cab32abca57e03725f
